"RegionID","RegionName","SizeRank","2008-01","2008-02","2008-03","2008-04","2008-05","2008-06","2008-07","2008-08","2008-09","2008-10","2008-11","2008-12","2009-01","2009-02","2009-03","2009-04","2009-05","2009-06","2009-07","2009-08","2009-09","2009-10","2009-11","2009-12","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10","2018-11","2018-12","2019-01","2019-02","2019-03","2019-04","2019-05","2019-06","2019-07","2019-08","2019-09","2019-10","2019-11"
46,"Oregon",27,280081,280044.5,279187.333333333,277428,275109.666666667,272958.333333333,271050.666666667,268967,266878,264630.333333333,262463.666666667,259809,257428,254403,251524.333333333,248370.666666667,245870,243448.666666667,241309.666666667,239815.666666667,239034.333333333,238558,238048.333333333,237444,236505,235537,235109.333333333,234592.333333333,233604,232198.666666667,230789,229190,227138.666666667,225182.333333333,223498.666666667,221657,219685.333333333,217365.333333333,214941.666666667,212725,211049.666666667,210072.333333333,209442.333333333,208854,208414.333333333,207596.333333333,206538.666666667,205191.333333333,204186.333333333,203671,203972,204853.666666667,206078,207230.333333333,208234.666666667,209512.666666667,210853,212493.666666667,213471,214676.333333333,216048.666666667,218544,221008.333333333,223847.666666667,226645.666666667,229163.333333333,231418,232943.333333333,234729.333333333,236031,238073.666666667,240004.666666667,241986.333333333,243303,244269.666666667,245402.666666667,246299.333333333,247662.333333333,248816,250187,251565.333333333,253035,254478.666666667,255688,256923,258493.333333333,260399.666666667,262202,264209.666666667,266292,268622.666666667,271173,273633.333333333,276054,278363.666666667,280972,283744.333333333,285860.333333333,288008.666666667,290589,293835,296814.333333333,299816.333333333,302314.333333333,304849.333333333,306986.666666667,308996.333333333,311545,314049.333333333,316949,319284.666666667,321694.666666667,323477,324853,326022.666666667,327495,328955,330504.666666667,332317.333333333,334461.333333333,336642.333333333,339091.333333333,341644.666666667,343684,345196,346522.666666667,347973.666666667,349137,349930,350704.666666667,352033.666666667,353740.666666667,355658,356976,357653.666666667,357737.666666667,357719,357989.666666667,358092.666666667,358719,359057,360602.333333333,361970.333333333
45,"Oklahoma",28,103913,104044,103820,103754,103680,103872,103906,103878.333333333,103889,104116.666666667,104171.666666667,104119,103936.666666667,103644.666666667,103447.333333333,103217.666666667,103224.333333333,103319.666666667,103460.333333333,103614.333333333,103747.666666667,103892,104173,104372,104557.333333333,104644.333333333,104838.666666667,105047,105247,105224.333333333,104974,104685,104370.333333333,104057.333333333,103546.333333333,103177.666666667,102882,102714,102437.666666667,102087.333333333,101720,101451.333333333,101427.333333333,101526,101718.333333333,101647.666666667,101513.333333333,101314.666666667,101215,101225.666666667,101290,101493.666666667,101782,102021,102226,102386,102417,102399,102478.333333333,102713.333333333,103008,103186,103408.666666667,103695.666666667,103892.666666667,104111.333333333,104374.333333333,104742,105098.666666667,105225,105332.333333333,105384,105673,105995,106351.666666667,106581.666666667,106877,107107.333333333,107411.666666667,107658.666666667,107936,108383.666666667,108755.333333333,109082,109343.666666667,109783.666666667,110338.333333333,110812.666666667,111120.333333333,111402.666666667,111659.333333333,111894,112041.333333333,111937.333333333,111847,111852.333333333,112152,112592.333333333,113044.666666667,113462,113822.333333333,114160,114492.333333333,114789,115092,115478.666666667,115845,116248.333333333,116437.333333333,116691.666666667,116932,117372.666666667,117768.333333333,118089.333333333,118307.333333333,118558,118940,119450.333333333,119977.333333333,120475.666666667,120871.666666667,121044,121226.666666667,121353,121607,121707.333333333,121869.666666667,122047.666666667,122315.666666667,122760.333333333,123299,123834.333333333,124201,124643.666666667,125046,125337.666666667,125529.666666667,125893.666666667,126401.333333333,126927.666666667,127410.333333333,128024.333333333,128933.666666667
11,"Connecticut",29,308068,306398.5,304951.666666667,302034.666666667,299810,298037.666666667,296575.333333333,294767.666666667,292729,290801,288954,287289,285261.333333333,283688.333333333,281380,279059,276007.333333333,273454,271397.333333333,270614.333333333,270109.333333333,270019,269109.333333333,268074.333333333,266515.666666667,265517.333333333,265144,265459.333333333,265605.666666667,265706,265228,264597.666666667,263624,261984.333333333,259761.666666667,257542.666666667,256333.666666667,255436.333333333,253864,251986,250019.333333333,248976.666666667,247741,246427.666666667,244887.333333333,243296,242072,240660,239336.666666667,237923.333333333,236775.666666667,235612.666666667,234504.333333333,232994.666666667,231890,231347.333333333,231203.666666667,231517,231944,232816.333333333,233731,234123,234657.666666667,235657.333333333,237176,238638.333333333,239491,240386.333333333,241448,242259,242859.333333333,242836,242662,242617.333333333,242254,241855,241104,240820.333333333,240498.333333333,239778.333333333,239026.666666667,238538.333333333,238404,238187.666666667,238066.666666667,238186.666666667,238754.333333333,239104.333333333,239577,239613,239786.666666667,239778.666666667,240041,239761.666666667,239144.666666667,238847,239174.333333333,239684.333333333,239920,239561,239431.666666667,239204.666666667,239315,239078.666666667,238739.333333333,238883,239715,240724.666666667,241778,242324.666666667,243047.666666667,243799.666666667,244739.333333333,245372.666666667,246167,246892.333333333,247706,248355.333333333,249378,250053.666666667,250458,250432,250905,251376.666666667,251899,252339,252713,253143,253194.333333333,253359.333333333,253372,253906,253754.666666667,254042.666666667,254349.333333333,255033,255442,255371.666666667,255235.666666667,254994.333333333,255038,255157.666666667,255554.666666667
19,"Iowa",30,124885,124598.5,124348,123958.666666667,123712,123565.333333333,123450.333333333,123430.333333333,123499,123541.666666667,123535.333333333,123445.666666667,123188.666666667,122840,122498.666666667,122284.666666667,122131.333333333,122012.333333333,121966,121956.666666667,121963.666666667,121993.333333333,122011.666666667,121986.666666667,121959.666666667,121960.333333333,122104,122199.666666667,122231,122111.666666667,121918.333333333,121716.666666667,121460.666666667,121164.666666667,120855,120477.666666667,120166.333333333,119771.666666667,119344.666666667,118898.333333333,118501.666666667,118264.333333333,118159,118194.666666667,118304,118416,118549.333333333,118641,118583,118492,118416.333333333,118453,118573.333333333,118758,119030,119266.666666667,119581,120023.333333333,120466,120865.666666667,121294.333333333,121754.333333333,121993.666666667,122061.333333333,122141.666666667,122410,122655.666666667,122876.666666667,123084.666666667,123288.666666667,123434,123637.333333333,123884.666666667,124261.666666667,124760,125327.333333333,125812,126138.333333333,126359.333333333,126477.666666667,126638.666666667,126791,126969.666666667,127114.333333333,127438.333333333,127784,128246.333333333,128654,129145,129581.666666667,130011.333333333,130413,130781.333333333,131146.333333333,131571.333333333,131967.333333333,132337,132739.333333333,133226.666666667,133684,134129.666666667,134544.666666667,134981.666666667,135356.333333333,135645,135945.666666667,136318.333333333,136827,137467,138110.333333333,138774,139392,139936.666666667,140428.666666667,140845.333333333,141282,141692.666666667,142083,142556.333333333,143136.333333333,143582,143985.666666667,144350,144913,145466.333333333,145786.666666667,146098.333333333,146423.333333333,146879,147305.333333333,147689,148161.333333333,148725.666666667,149426.333333333,149987.333333333,150385.333333333,150608,151004.666666667,151411.333333333,151870.333333333,152189.666666667,152552,152885.333333333
34,"Mississippi",31,117154,116852.5,116578,116033,115392.666666667,114814,114205.666666667,113823.666666667,113464,113311,113176,112993.333333333,112593.333333333,112152.666666667,111816.333333333,111561,111314,111014,110778.333333333,110486.333333333,110239.666666667,110000,109753.333333333,109447,109242.333333333,109121,108991.333333333,108770,108535.333333333,108346.333333333,108007.333333333,107649.666666667,107258.333333333,106935.333333333,106638.333333333,106488.666666667,106427.666666667,106312.666666667,106157.333333333,105913.666666667,105785.333333333,105597,105624.333333333,105588,105595.666666667,105431.666666667,105304.333333333,105130,104983.666666667,104836.666666667,104691.333333333,104617.333333333,104605,104614,104644.333333333,104641.333333333,104516.666666667,104363,104233.666666667,104174,104125,104069.666666667,104131.333333333,104070.333333333,103991,103814.333333333,103663,103558.666666667,103528,103528.666666667,103479.333333333,103512.666666667,103542,103663.333333333,103766.666666667,103978,104212.666666667,104410.666666667,104672.666666667,105018,105414,105872.666666667,106326.333333333,106831,107341.333333333,107793.333333333,108151,108478.666666667,108795,109175.666666667,109502,109806.666666667,110041.666666667,110257.666666667,110390.333333333,110507.333333333,110653,110816,111023.333333333,111219.666666667,111461.333333333,111768,112086,112480,112844,113113.333333333,113353.666666667,113619.333333333,113964.666666667,114244.666666667,114510.666666667,114835.333333333,115183.666666667,115491.333333333,115755,116016,116371,116726.333333333,117126.666666667,117423.333333333,117758,118123.333333333,118450.333333333,118751,119085,119531.666666667,119993,120353.333333333,120781.666666667,121189,121636,122035.666666667,122387,122849.666666667,123296.333333333,123853.333333333,124293.666666667,124746,125120.666666667,125445.666666667,125727.666666667,126071.666666667,126501.666666667
6,"Arkansas",32,109067,109056.5,109036.333333333,108961,108798.333333333,108549.333333333,108365.666666667,108111.333333333,107931.333333333,107668.666666667,107467,107194.333333333,106829.333333333,106305.666666667,105723,105167,104813.666666667,104591.666666667,104405.666666667,104118,103807.333333333,103534,103480.333333333,103525.333333333,103662.333333333,103705.333333333,103730.333333333,103711.333333333,103755,103704.333333333,103504.333333333,103276,102876.333333333,102514.666666667,102033,101627.666666667,101230,100927.333333333,100699.333333333,100451,100129.666666667,99909,99832.6666666667,99861.6666666667,99912.3333333333,99993.6666666667,100025.666666667,100008,99980.3333333333,99999.6666666667,100154.666666667,100424,100815,101141,101358.666666667,101545.666666667,101795.333333333,102017.333333333,102257,102495.333333333,102801.333333333,103026,103123.333333333,103163,103204.666666667,103306.666666667,103447,103621,103775.666666667,103911.666666667,103961.333333333,103921.333333333,103939.333333333,104074,104337.666666667,104588.333333333,104793,104927,104981,105088,105279.666666667,105562.666666667,105862.333333333,106135.666666667,106392.333333333,106591.666666667,106745.333333333,106920.666666667,107020,107228.666666667,107477.333333333,107815,108120,108394.333333333,108728.333333333,109027.333333333,109338.666666667,109655.666666667,110030,110391.666666667,110769.666666667,111144.666666667,111488,111763.333333333,112042.666666667,112363.333333333,112736.666666667,113132.666666667,113535.666666667,113918.333333333,114352.666666667,114730.666666667,115139.666666667,115493,116021.333333333,116539.333333333,117012,117395,117810.666666667,118316,118792,119342,119830.333333333,120383,120800,121162,121477.666666667,121769.666666667,122146.333333333,122523.333333333,122975.666666667,123488.666666667,123945.333333333,124392,124750.666666667,125193,125596.333333333,126032,126401.666666667,126862.666666667,127324,127838.333333333,128100.666666667
23,"Kansas",33,122380,122297,122237.333333333,122092.666666667,121987.333333333,121886.333333333,121819,121938,122072,122179,121963,121741.333333333,121427,121377,121279.666666667,121356,121254.333333333,121234.666666667,121248.666666667,121355,121485.333333333,121604.666666667,121685,121668.666666667,121644.666666667,121496.333333333,121531.333333333,121478,121475,121328.666666667,121059,120610.333333333,120143.333333333,119798,119470.333333333,119103.666666667,118763.333333333,118505,118051.333333333,117451,117050,116748.666666667,116583.666666667,116365.666666667,116210.666666667,115915.333333333,115636.333333333,115369.666666667,115345.333333333,115422.333333333,115612.666666667,115749,115819,115984,116159.333333333,116341,116342.666666667,116359.666666667,116476.333333333,116654.333333333,116730.333333333,116671.333333333,116880.333333333,117164.666666667,117527.333333333,117641.666666667,117799.333333333,117910.666666667,118108.666666667,118295.666666667,118502,118755,118954.666666667,119145,119085.666666667,119118.333333333,119169.333333333,119439.666666667,119807.666666667,120209.333333333,120594.333333333,120880.666666667,121195.333333333,121483.333333333,121838,122143,122569.666666667,123043.666666667,123577.333333333,124151.333333333,124633,125069,125375,125744.333333333,126073.666666667,126414.333333333,126732,127180,127595.333333333,127993.333333333,128424.333333333,128881,129368.333333333,129818,130286.333333333,130749.333333333,131240.333333333,131789,132360.666666667,132959.666666667,133592.666666667,134261.333333333,134712.666666667,135037,135367,135837.666666667,136448.333333333,137108,137921.666666667,138782.666666667,139604.666666667,140263.333333333,140778.666666667,141256.333333333,141792,142299,142641,142964.666666667,143396,143938.333333333,144678.666666667,145396.333333333,146115,146630.666666667,147066.666666667,147456,147810.333333333,148235.333333333,148722.666666667,149236.333333333,149730,150238.666666667,150656.666666667
55,"Utah",34,259685,258900.5,257665,255216.666666667,252737,250433.333333333,248363.666666667,246094,244363.333333333,242681.666666667,241135.666666667,239238.333333333,236784.666666667,234406,231670,229515,227160,225314,223749.666666667,222365.666666667,221003.333333333,219824,219170.666666667,218728.666666667,218131.333333333,217484.666666667,216646,216073,215341.333333333,214227.333333333,212521,210406.666666667,208915.333333333,207511,205883.333333333,203776.333333333,201999.666666667,200363,199188.666666667,197821.333333333,196835.666666667,195770.333333333,195141.333333333,194977.666666667,194322,193728.333333333,193041,193289,193413.333333333,193857.333333333,194128.333333333,194927.333333333,196142.333333333,197420.666666667,198408.333333333,199332,200796,202670.333333333,204568.666666667,206589,208501.333333333,210523,212559.333333333,215122,217407.333333333,220197,222686.333333333,225177.666666667,227162.666666667,228833.666666667,230080.333333333,230660,231326.333333333,231889.333333333,232823,232989.333333333,233259.333333333,233404,233414.333333333,233623.666666667,233612.333333333,234354,235232.666666667,236057.666666667,237060,237943,239459.333333333,241121,242760.333333333,244215.333333333,245855,247946.333333333,250104.666666667,251916.333333333,253227.666666667,254547.666666667,256123.666666667,257683.333333333,259076,260320.666666667,262157.333333333,264078,266188.666666667,267652.333333333,269469.666666667,271147.333333333,273374.666666667,275598.333333333,277756.333333333,279783.666666667,282149,284694,287180.666666667,289579.666666667,291895,294348,296112.333333333,297796,299545,301957,304353,307214.333333333,310000.666666667,312950.666666667,315520.333333333,317598.333333333,320007,322177,324541.666666667,326818,329198.666666667,331649.666666667,334540.666666667,337113.666666667,339339,340379.666666667,341084.333333333,342029.333333333,343317.333333333,345056,346594,347455,348376.333333333
42,"Nevada",35,,,,,,,,,,,,,,,,,,,176956,175991,174971.666666667,173003.333333333,171130,169289.666666667,168494,167639.333333333,167053.666666667,165905.666666667,164685.666666667,163963.333333333,162931.666666667,162072,160565,159329.666666667,158582,157845.333333333,156119.666666667,153903,151793.666666667,149958.333333333,148776.666666667,146696.666666667,145340,143395,142674.666666667,141998,141456,140977.666666667,140841.333333333,140548.666666667,140351.333333333,140421.666666667,140989,142237,143521.666666667,145719.333333333,147756,149861,151976.666666667,154455.333333333,157431.333333333,160692.666666667,164032,166830,169190.666666667,171467.666666667,174477.666666667,177917.666666667,181823.666666667,185241.666666667,188152,190224,191998.333333333,193693,195271,196332.333333333,196948.666666667,197291.333333333,198305.666666667,199136.666666667,199266,200308.666666667,201191,203549,204860.333333333,206501.666666667,207739.333333333,209270,211420,212938,213726.333333333,214789.666666667,216384,217768.333333333,218416,219515,221220.666666667,223020,224167.666666667,225980.333333333,227591.666666667,229581.666666667,231031.666666667,232374.333333333,233697.666666667,234093.666666667,235005.333333333,234103.333333333,234500.666666667,235219,238443,241153.333333333,243852.666666667,246763,250250.666666667,253108.666666667,256526.333333333,260341.333333333,264602.333333333,268334.666666667,270911.666666667,274155.333333333,276422,279568.333333333,282334.666666667,286313,289792,293345.666666667,295452.666666667,296704.666666667,297187,298496,299703,301094,301421.666666667,302361.666666667,302966.333333333,303071.666666667,302051.666666667,300757.666666667,299852.333333333,300330.333333333,301752.666666667
41,"New Mexico",36,196098,195885,195612.666666667,194902.666666667,194084,193136.666666667,192246.333333333,191223.333333333,190490,189476,188610.666666667,187782.666666667,186997.666666667,186045.666666667,184282.333333333,183073,181918,182241,181923,181858.333333333,181053,181324.333333333,181122.666666667,180790.666666667,180352.666666667,180177,180238,179486,178785.666666667,177541,176480.666666667,175449.333333333,174547.666666667,173018.333333333,171414.333333333,169963,169719.333333333,169606.333333333,169521.333333333,168550.666666667,167271.666666667,166019,165468.666666667,165160.333333333,165004.666666667,164771.666666667,164455,164060.666666667,163682.333333333,163403.333333333,162987.666666667,162612,162561.333333333,162640.333333333,162872.666666667,162936.333333333,163437.666666667,163592.666666667,163874,163405,163036.666666667,162710,163084.666666667,163566.333333333,164268.333333333,165005,165656.666666667,166655,166901.666666667,167496.333333333,167619,168764.666666667,169576.666666667,170200.333333333,170156.666666667,170049,169926.666666667,169503.666666667,169170.333333333,168646,168701,168761.333333333,169418,169768.666666667,169762.666666667,169575.333333333,169512.333333333,170036,170404,170864.333333333,171331,171957.333333333,172240.666666667,172131.666666667,171640,171566.666666667,171812.333333333,172435,173364,174187.333333333,175035,175573.666666667,176114.666666667,176123.333333333,176311.666666667,176952.333333333,178077.333333333,179068,179276.666666667,179448,179470.666666667,180144.333333333,180805.666666667,181545,182203,182809.666666667,183336.666666667,183487.666666667,183855.666666667,184083.333333333,184396.333333333,185005.666666667,186210.666666667,187599.333333333,188684,189281,189434,189756,190215,191434.333333333,192562.666666667,193884.333333333,194932,195706.666666667,196451.666666667,197332.666666667,198469.333333333,199565.666666667,200642.666666667,201576,202532,203037.333333333,203675.333333333
61,"West Virginia",37,90566,90587.5,90552.3333333333,90532.3333333333,90563.6666666667,90658.6666666667,90811.3333333333,90862,90933.3333333333,90931,91015.6666666667,91028.3333333333,91342,91464,91531.3333333333,91224.6666666667,90958.3333333333,90678.3333333333,90399.6666666667,90162.6666666667,90054.3333333333,90017.6666666667,89936.3333333333,89803.6666666667,89820.3333333333,89955.6666666667,90250.6666666667,90509.6666666667,90759.3333333333,90986.6666666667,91154.6666666667,91336.6666666667,90937.3333333333,90457.6666666667,89911.3333333333,89809,89706,89581.6666666667,89305,89099.3333333333,88983,89094.6666666667,89157.3333333333,89214.3333333333,89058.3333333333,88941.6666666667,88895.6666666667,89002,89060.6666666667,89101.6666666667,89158.6666666667,89210.6666666667,89200.6666666667,89239.6666666667,89352,89476,89507.6666666667,89528.6666666667,89602,89710.6666666667,89822,89953,90167.3333333333,90382.3333333333,90574.6666666667,90747.6666666667,90977.6666666667,91197.3333333333,91488,91795.6666666667,92162.6666666667,92446.3333333333,92542.6666666667,92506.6666666667,92504,92620.6666666667,92795,92917.3333333333,93041,93206.6666666667,93491.3333333333,93828,94164.3333333333,94431.6666666667,94523.6666666667,94658.3333333333,94805,95089.6666666667,95327.3333333333,95520.3333333333,95693.6666666667,95846.3333333333,96122,96378,96676,96880.3333333333,97121.6666666667,97290.6666666667,97497.3333333333,97690.6666666667,97904,98020,98117.6666666667,98196.3333333333,98315.6666666667,98434.6666666667,98549.3333333333,98660.6666666667,98668.6666666667,98733.3333333333,98819.6666666667,99070,99326.6666666667,99593,99870.3333333333,100215,100696.333333333,101256.333333333,101845.666666667,102271,102604.333333333,102906.333333333,103188.333333333,103450.333333333,103594.666666667,103670.666666667,103690.333333333,103698,103921.333333333,104124.333333333,104456.666666667,104743.333333333,105087,105430,105770.333333333,106169,106535.333333333,106844.666666667,107138.666666667,107436.666666667,107838.666666667,108213,108236
38,"Nebraska",38,127205,126843,126453.333333333,125848.666666667,125365.666666667,125101.333333333,125016,124985.333333333,124828.333333333,124533.333333333,124205.333333333,123790.333333333,123410.333333333,123123,123235.666666667,123143,123256.333333333,123247,123470.666666667,123700.333333333,124193.666666667,124791.333333333,125287,125845,126377.666666667,126690,126514.333333333,126661.333333333,126624,126439.333333333,125546.333333333,124652.333333333,123850.666666667,123217.666666667,122648.666666667,122348.666666667,122291.333333333,122244.333333333,122023,121296,120904,120627,120747.333333333,120891,120954.666666667,121149,121293,121298.333333333,120955,120431.666666667,120336,120488,120873,121148.666666667,121579,121904,122446.333333333,122677,123230.666666667,123758.666666667,124891.333333333,125844.666666667,126377.333333333,126480.333333333,126444.333333333,126699,126979.333333333,127313.333333333,127570.333333333,127854.333333333,128132.333333333,128396.666666667,128425.333333333,128679.666666667,129188,130100.333333333,130717,131114,131408,131679.333333333,131906,132075.666666667,132315.666666667,132782,133322.666666667,134121.666666667,134904.333333333,135681,136347,136974.333333333,137552,138169,138694.666666667,139264.333333333,139873,140293,140693.666666667,140898.666666667,141174.333333333,141451,141930.333333333,142602.333333333,143408.333333333,144264.333333333,145145.666666667,146035.333333333,146801,147537,148202.333333333,149134.333333333,150272,151481.666666667,152367.666666667,153113,153812,154564.666666667,155391,156380.333333333,157441.333333333,158448.333333333,159260,160065,160698.666666667,161473,162301.666666667,163261.666666667,164032.666666667,164808.333333333,165539.333333333,166331,167124,167948.333333333,168739,169371.666666667,170021.333333333,170661,171309.666666667,172009.333333333,172830.666666667,173726,174531,175306.333333333,175884.333333333
20,"Idaho",39,203883,204299,203686.666666667,202856.333333333,200824,199217.666666667,197643.333333333,196296.666666667,195002.333333333,193532.333333333,192089.333333333,190259,188342.333333333,185818.333333333,183166.333333333,180456.666666667,178044.666666667,176207,174396.666666667,172732,171056.666666667,169727,168788.333333333,168346,167375,166526.666666667,165054,164213,163347,161760,159764,157903.333333333,156136.666666667,154426,152670.333333333,151034.333333333,149573.666666667,147904.666666667,146639.666666667,144928.333333333,143593.333333333,142813.666666667,142819.333333333,142801.333333333,142758,142834.666666667,143053.666666667,143173.333333333,143189.333333333,143494,144138,145445,146812,148149.666666667,149647.666666667,151696.333333333,153648.666666667,155394.333333333,156511.333333333,157906.333333333,159603.666666667,161068.333333333,163123.333333333,164565.333333333,166498.333333333,167900.666666667,169569,170873.333333333,171864.333333333,172754,173550,174069.333333333,174338.666666667,174977,175805.333333333,176674.666666667,177243.333333333,177716.333333333,177797.666666667,177622,177571.333333333,177681.666666667,178069.333333333,178787.333333333,179718,180914,181895.333333333,183218.666666667,184357.666666667,185601,186434,187472.333333333,188316,189219,190088.666666667,191379,193303.666666667,195022,196592.666666667,197551.333333333,198995.666666667,200312,201669.333333333,202767,204282.666666667,205862.666666667,207410,208816.333333333,209694.666666667,210997.666666667,212186.333333333,214369,216253,218285,220097,221861.333333333,223893,225701.333333333,227901.333333333,229889.666666667,232251.666666667,234685.333333333,237216.333333333,239821.333333333,242840.666666667,246247,249558,252112.666666667,254435.666666667,256869.333333333,259780.666666667,262390.333333333,265163.666666667,267486.666666667,270181.333333333,272153.666666667,273987.333333333,275304.333333333,276851.333333333,278976.666666667,281428.666666667,283947.666666667,285982
18,"Hawaii",40,509622,508710.5,509079,509086.333333333,511352,512255,512491.666666667,510130.333333333,507596,504579,501004,496669,492560,487224,482832.666666667,478696.666666667,474963.333333333,470625.666666667,466597,463774.666666667,459403,454506,450337,450124.333333333,451633,455847.666666667,457326.666666667,460433.333333333,460939.666666667,464906.333333333,466629,468227,468293,468404.666666667,470088.666666667,469919,469979,468937,468507.333333333,466282.666666667,464233.666666667,462439,461043.333333333,458776.666666667,456267.333333333,455157.666666667,453255.333333333,453375.333333333,453381,454472.666666667,456223,457799,459567.333333333,458427.666666667,458552.666666667,458102.333333333,460685,462904.333333333,466989.333333333,469974.666666667,472095.333333333,473320.333333333,474844,478096.333333333,478222,477875.333333333,477663,483304.333333333,489738.333333333,496102.666666667,501383,507334,510634.666666667,513089,513836,515982,517901,521453,524219.666666667,527293,528896.333333333,529951,531830,533498.333333333,535549,536153,537572,539128,541827,543535,545492.666666667,545879,546936.333333333,548875.666666667,551180.333333333,552328,553647.666666667,555347,557140.666666667,558583,560656,563819.333333333,567191,571269.333333333,575892.333333333,579840.333333333,582443,584462.666666667,586462.333333333,588174,590208.333333333,592402.666666667,597042.666666667,600978.666666667,604523.333333333,605203.333333333,607556.666666667,610640,614290.333333333,616332.333333333,618391.666666667,620971.333333333,623671.666666667,625161.333333333,625983.666666667,627104,628928.333333333,631299.333333333,632793.333333333,633770.666666667,633416.333333333,632612.333333333,632895.666666667,634168,636096.666666667,635726.333333333,635399.333333333,635454,636650.666666667,637302.333333333,637310.333333333,637656.666666667,636451
28,"Maine",41,215125,214516,214103.333333333,212411,210720.666666667,208622.333333333,207360.333333333,205972.333333333,205247.666666667,204667,204375,203482,202269.333333333,201013.666666667,199418.333333333,197756.666666667,195199,193419,191859.333333333,191449.333333333,191055,190779,190372,190353.666666667,190253.666666667,190230,190545,191211.333333333,191770,190979,189695,188482.666666667,187959.333333333,187442,186745.666666667,185817.333333333,186013.333333333,186528.666666667,187032,186253.666666667,185518.333333333,184976.666666667,184895,184652,184411.666666667,184187.666666667,183872,183469.333333333,183002.333333333,182217,181548.666666667,181096.666666667,181141.666666667,181561,182107.333333333,182459,182582.333333333,182833.666666667,183684.666666667,184548,185257,185493,185652.666666667,185380.666666667,185335.666666667,185507.666666667,185703.333333333,186121.333333333,186209.333333333,186521.333333333,186377,186288.333333333,186128.333333333,185933,185799,186266.666666667,187193.666666667,187998.333333333,188366,188299,188330.333333333,188413.666666667,188385.666666667,188398.666666667,188251.666666667,188862.333333333,189902.333333333,190838.666666667,191615,192142,193014.666666667,193869.666666667,194235.666666667,194450.333333333,194604.333333333,195766,196880,197759.666666667,198182.333333333,199338.333333333,200340,201272.666666667,201564.333333333,202291.333333333,203360.666666667,204418.666666667,205649.333333333,206543.666666667,207502,208349.333333333,209177.666666667,210594,212150,213939.666666667,215569.666666667,216677.333333333,217436,217927.666666667,218530.333333333,219165,220268,221830.666666667,223495.666666667,224568,225578.333333333,226804,228185.333333333,229403.333333333,230272,230848.333333333,231431.666666667,232084.666666667,232018.333333333,232081,232086.666666667,233140.666666667,234256.333333333,235786.666666667,237057.333333333,238154.333333333,239332,240703.333333333,242316.333333333
39,"New Hampshire",42,253358,252912.5,252150.666666667,250794.666666667,248167.666666667,245489.666666667,243019,241230.333333333,239688.666666667,237886.333333333,236706,235119.333333333,234386.666666667,233207.666666667,232291,230096.333333333,228051.333333333,226430.666666667,225309,224472.666666667,223600.333333333,223006.666666667,222817.666666667,222799.333333333,223034.333333333,222668.333333333,222101.666666667,221136.666666667,220452.333333333,219808.666666667,219676.333333333,219886.333333333,220457.666666667,220317,219518,218472,217788.333333333,217744.333333333,217311.666666667,216544,215070.666666667,213752,212214.666666667,211456.666666667,210886,210824.333333333,210262.666666667,209572.333333333,208825,208269.333333333,207589.666666667,207058,207239,207821.666666667,208844.666666667,209269.666666667,209562,209830.666666667,210205.666666667,210720.666666667,210876.333333333,211428.333333333,212556,213965.333333333,215185.666666667,216162,217127.333333333,218161,219142.333333333,220160,220935,221744.666666667,222118.666666667,222589.666666667,222910.666666667,223642.333333333,224330.333333333,225082.666666667,225633,226041.333333333,226301.333333333,226777,227473.333333333,228073,228666.666666667,229161.333333333,230137.333333333,231426.333333333,233281.333333333,234640.333333333,235793.333333333,236225.333333333,236553.333333333,236638.666666667,236982.666666667,237987,238644.333333333,238942,239037.333333333,239853.666666667,241262.333333333,242588,243507.666666667,244343.333333333,245357.333333333,246619.333333333,247668,248558.666666667,249590.666666667,251528.666666667,253392,255238,256264.333333333,257547,258937.333333333,260405.333333333,261690.333333333,263020.666666667,264800,266588,268178.333333333,269025.333333333,270256.666666667,271751,273458.666666667,274938.333333333,275988,277328.666666667,278306.666666667,279228.666666667,279616.666666667,280423,281379.333333333,282326.333333333,283018.666666667,283817.666666667,285312.333333333,286698.333333333,287836,288078,288486.333333333,289052.333333333,290163
